,title,price,url,item_id,bid_count,location,condition,start_time,date,sold_amount,date_sold,rating
195,1986-87 Fleer Michael Jordan Rookie Card #57 - BGS 6 - Iconic Investment!,3100.0,https://www.ebay.com/itm/1986-87-Fleer-Michael-Jordan-Rookie-Card-57-BGS-6-Iconic-Investment-/126864804866,126864804866,,"Erlanger,KY,USA",Graded,2025-01-03,2025-01-08,3100.0,Active,6
196,"1986 Fleer #57 ""MICHAEL JORDAN"" (RC) BGS 7.5 HOF! 2-MINT 9 SUBGRADES GREAT CARD!",5200.0,https://www.ebay.com/itm/1986-Fleer-57-MICHAEL-JORDAN-RC-BGS-7-5-HOF-2-MINT-9-SUBGRADES-GREAT-CARD-/196633143891,196633143891,,"Bismarck,ND,USA",Graded,2024-09-13,2025-01-08,5200.0,Active,7
197,1986 FLEER BASKETBALL #57 MICHAEL JORDAN RC PSA 1 HOF ROOKIE,2999.99,https://www.ebay.com/itm/1986-FLEER-BASKETBALL-57-MICHAEL-JORDAN-RC-PSA-1-HOF-ROOKIE-/134382202223,134382202223,,"Tampa,FL,USA",Graded,2022-12-24,2025-01-08,2999.99,Active,1
198,1986-87 Fleer Premier RC Michael Jordan BGS 8 #57 Chicago Bulls,6700.0,https://www.ebay.com/itm/1986-87-Fleer-Premier-RC-Michael-Jordan-BGS-8-57-Chicago-Bulls-/156615404648,156615404648,,Canada,Graded,2025-01-03,2025-01-08,6700.0,Active,8
199,1986/87 Fleer Michael Jordan Graded Rookie Card #57 BGS 9 Incredible Eye Appeal,19500.0,https://www.ebay.com/itm/1986-87-Fleer-Michael-Jordan-Graded-Rookie-Card-57-BGS-9-Incredible-Eye-Appeal-/205104643420,205104643420,,Canada,Graded,2024-11-14,2025-01-08,19500.0,Active,9
200,1986-87 Fleer Sticker #  8 Michael Jordan PSA 8 NM-MT,538.89,https://www.ebay.com/itm/1986-87-Fleer-Sticker-8-Michael-Jordan-PSA-8-NM-MT-/387793651891,387793651891,,"Alexandria,MN,USA",Graded,2025-01-05,2025-01-08,538.89,Active,8
201,MICHAEL JORDAN PSA 9 1986 FLEER STICKER BASKETBALL #8 ROOKIE CARD RC MINT BULLS,3000.0,https://www.ebay.com/itm/MICHAEL-JORDAN-PSA-9-1986-FLEER-STICKER-BASKETBALL-8-ROOKIE-CARD-RC-MINT-BULLS-/176770973686,176770973686,,"Portsmouth,NH,USA",Graded,2025-01-04,2025-01-08,3000.0,Active,9
202,"1986-87 Fleer Basketball #57 Michael Jordan RC Rookie HOF BGS 8.5 "" LOOKS MINT """,4347.99,https://www.ebay.com/itm/1986-87-Fleer-Basketball-57-Michael-Jordan-RC-Rookie-HOF-BGS-8-5-LOOKS-MINT-/375908224123,375908224123,,"Passaic,NJ,USA",Graded,2025-01-07,2025-01-08,4347.99,Active,8
203,1986 Fleer MICHAEL JORDAN #57 Rookie PSA 9 MINT,33999.0,https://www.ebay.com/itm/1986-Fleer-MICHAEL-JORDAN-57-Rookie-PSA-9-MINT-/196918913341,196918913341,,Australia,Graded,2024-12-30,2025-01-08,33999.0,Active,9
204,1986-87 Fleer #57 Michael Jordan RC Bulls BGS 5 EX w/ 9.5 Centering RARE Card,6500.0,https://www.ebay.com/itm/1986-87-Fleer-57-Michael-Jordan-RC-Bulls-BGS-5-EX-w-9-5-Centering-RARE-Card-/226397863352,226397863352,,"Rochester,NY,USA",Graded,2024-10-13,2025-01-08,6500.0,Active,5
205,1986 fleer sticker Michael Jordan PSA 5 excellent STICKER #8,595.0,https://www.ebay.com/itm/1986-fleer-sticker-Michael-Jordan-PSA-5-excellent-STICKER-8-/116249913140,116249913140,,"Deerfield Beach,FL,USA",Graded,2024-07-12,2025-01-08,595.0,Active,5
206,1986-87 Fleer Stickers Michael Jordan #8 BGS 7.5 Rookie RC HOF,595.0,https://www.ebay.com/itm/1986-87-Fleer-Stickers-Michael-Jordan-8-BGS-7-5-Rookie-RC-HOF-/335748218116,335748218116,,"Auburn,WA,USA",Graded,2025-01-03,2025-01-08,595.0,Active,7
207,PSA 4 (VG-EX) 1986-87 Fleer Stickers #8 Michael Jordan RC Rookie Bulls Graded ,662.97,https://www.ebay.com/itm/PSA-4-VG-EX-1986-87-Fleer-Stickers-8-Michael-Jordan-RC-Rookie-Bulls-Graded-/356416932871,356416932871,,"Indianapolis,IN,USA",Graded,2024-12-29,2025-01-08,662.97,Active,4
208,MICHAEL JORDAN 1986/87 FLEER #8 RC ROOKIE STICKER CHICAGO BULLS SP PSA 9 MINT,3150.0,https://www.ebay.com/itm/MICHAEL-JORDAN-1986-87-FLEER-8-RC-ROOKIE-STICKER-CHICAGO-BULLS-SP-PSA-9-MINT-/296920280762,296920280762,,"Middletown,OH,USA",Graded,2025-01-03,2025-01-08,3150.0,Active,9
209,1986 Fleer MICHAEL JORDAN #57 Rookie RC PSA 8 eBay Authenticated New Label,9500.0,https://www.ebay.com/itm/1986-Fleer-MICHAEL-JORDAN-57-Rookie-RC-PSA-8-eBay-Authenticated-New-Label-/286205899587,286205899587,,"Rochester,MA,USA",Graded,2024-12-09,2025-01-08,9500.0,Active,8
210,1986-87 Fleer Sticker Basketball #8 Michael Jordan RC Rookie HOF BGS 8.5 w/ 9,737.0,https://www.ebay.com/itm/1986-87-Fleer-Sticker-Basketball-8-Michael-Jordan-RC-Rookie-HOF-BGS-8-5-w-9-/375908259121,375908259121,,"Passaic,NJ,USA",Graded,2025-01-07,2025-01-08,737.0,Active,8
211,"1986-87 Fleer Basketball #57 Michael Jordan RC Rookie HOF BGS 7 "" LOOKS NICER """,1336.0,https://www.ebay.com/itm/1986-87-Fleer-Basketball-57-Michael-Jordan-RC-Rookie-HOF-BGS-7-LOOKS-NICER-/375908686298,375908686298,,"Passaic,NJ,USA",Graded,2025-01-07,2025-01-08,1336.0,Active,7
212,1986-87 Michael Jordan Fleer #57... Graded BGS 9 Mint w/9.5 centering,14449.99,https://www.ebay.com/itm/1986-87-Michael-Jordan-Fleer-57-Graded-BGS-9-Mint-w-9-5-centering-/204796927141,204796927141,,USA,Graded,2024-05-20,2025-01-08,14449.99,Active,9
214,1986 Fleer Michael Jordan RC #57 PSA 9,20000.0,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-RC-57-PSA-9-/276521956152,276521956152,,Canada,Graded,2024-06-23,2025-01-08,20000.0,Active,9
215,1986 Fleer Sticker #8 Michael Jordan RC Rookie EX PSA 5,305.0,https://www.ebay.com/itm/1986-Fleer-Sticker-8-Michael-Jordan-RC-Rookie-EX-PSA-5-/375905280997,375905280997,,"Brockport,NY,USA",Graded,2025-01-06,2025-01-08,305.0,Active,5
217,1986 FLEER STICKER MICHAEL JORDAN RC #8 EX-MT PSA 6,475.0,https://www.ebay.com/itm/1986-FLEER-STICKER-MICHAEL-JORDAN-RC-8-EX-MT-PSA-6-/267113725330,267113725330,,"Reno,NV,USA",Graded,2025-01-02,2025-01-08,475.0,Active,6
218,1986-87 Fleer Michael Jordan Rookie RC PSA 7 NM Chicago Bulls HOF,5999.99,https://www.ebay.com/itm/1986-87-Fleer-Michael-Jordan-Rookie-RC-PSA-7-NM-Chicago-Bulls-HOF-/266786440772,266786440772,,"Brooklyn,NY,USA",Graded,2024-04-26,2025-01-08,5999.99,Active,7
219,1986 FLEER STICKER #8 MICHAEL JORDAN PSA 5,280.0,https://www.ebay.com/itm/1986-FLEER-STICKER-8-MICHAEL-JORDAN-PSA-5-/326393160180,326393160180,,"Westlake,OH,USA",Graded,2025-01-03,2025-01-08,280.0,Active,5
220,1986-87 Fleer Sticker Set-Break #  8 Michael Jordan PSA 6 EX-MT,425.0,https://www.ebay.com/itm/1986-87-Fleer-Sticker-Set-Break-8-Michael-Jordan-PSA-6-EX-MT-/326392990242,326392990242,,"Los Angeles,CA,USA",Graded,2025-01-04,2025-01-08,425.0,Active,6
221,1986 Fleer #8 Michael Jordan Rookie PSA 8.5 NM-MT+ Chicago Bulls Sticker Card,1059.0,https://www.ebay.com/itm/1986-Fleer-8-Michael-Jordan-Rookie-PSA-8-5-NM-MT-Chicago-Bulls-Sticker-Card-/226527085387,226527085387,,"Indianapolis,IN,USA",Graded,2025-01-04,2025-01-08,1059.0,Active,8
222,1986-87 Fleer Basketball #57 Michael Jordan RC Rookie HOF BGS 8.5 w/ 9.5,3550.0,https://www.ebay.com/itm/1986-87-Fleer-Basketball-57-Michael-Jordan-RC-Rookie-HOF-BGS-8-5-w-9-5-/387798724284,387798724284,,"Passaic,NJ,USA",Graded,2025-01-07,2025-01-08,3550.0,Active,8
223,1986-87 Fleer Sticker Basketball #8 Michael Jordan RC Rookie HOF PSA 8 CENTERED,837.0,https://www.ebay.com/itm/1986-87-Fleer-Sticker-Basketball-8-Michael-Jordan-RC-Rookie-HOF-PSA-8-CENTERED-/375908252860,375908252860,,"Passaic,NJ,USA",Graded,2025-01-07,2025-01-08,837.0,Active,8
225,1986 Fleer Sticker Michael Jordan #8 PSA 6 (Corners Edges Perfect Only OC) Resub,345.23,https://www.ebay.com/itm/1986-Fleer-Sticker-Michael-Jordan-8-PSA-6-Corners-Edges-Perfect-Only-OC-Resub-/205209592239,205209592239,,"Senoia,GA,USA",Graded,2025-01-06,2025-01-08,345.23,Active,6
226,1984-85 Michael Jordan Rookie Schedule BGS 7.5 Near Mint+ Chicago Bulls ACE,100.0,https://www.ebay.com/itm/1984-85-Michael-Jordan-Rookie-Schedule-BGS-7-5-Near-Mint-Chicago-Bulls-ACE-/276799320133,276799320133,,"Fulshear,TX,USA",Graded,2025-01-01,2025-01-08,100.0,Active,7
229,MICHAEL JORDAN 86-87 1986 Fleer #8 STICKER STICKERS RC ROOKIE PSA 8 NM-MT BULLS!,2999.99,https://www.ebay.com/itm/MICHAEL-JORDAN-86-87-1986-Fleer-8-STICKER-STICKERS-RC-ROOKIE-PSA-8-NM-MT-BULLS-/355385072977,355385072977,,USA,Graded,2024-01-16,2025-01-08,2999.99,Active,8
230,1996 Fleer Michael Jordan Decade of Excellence Rookie Ultra #U-4 PSA 9 GEM MINT,60.0,https://www.ebay.com/itm/1996-Fleer-Michael-Jordan-Decade-Excellence-Rookie-Ultra-U-4-PSA-9-GEM-MINT-/365322750177,365322750177,,"Elgin,IL,USA",Graded,2025-01-04,2025-01-08,60.0,Active,9
231,1996 Fleer Michael Jordan Decade of Excellence #4 Chicago Bulls PSA 10 GEM MINT,339.99,https://www.ebay.com/itm/1996-Fleer-Michael-Jordan-Decade-Excellence-4-Chicago-Bulls-PSA-10-GEM-MINT-/387715903241,387715903241,,"Granada Hills,CA,USA",Graded,2024-12-11,2025-01-08,339.99,Active,10
233,"1986-87 Fleer Basketball #57 Michael Jordan RC Rookie HOF BGS 9.5 "" PRISTINE """,12400.0,https://www.ebay.com/itm/1986-87-Fleer-Basketball-57-Michael-Jordan-RC-Rookie-HOF-BGS-9-5-PRISTINE-/365329194700,365329194700,,"Passaic,NJ,USA",Graded,2025-01-08,2025-01-08,12400.0,Active,9
235,1986-87 Fleer Basketball MICHAEL JORDAN Rookie RC Chicago Bulls #57 PSA 7,2100.0,https://www.ebay.com/itm/1986-87-Fleer-Basketball-MICHAEL-JORDAN-Rookie-RC-Chicago-Bulls-57-PSA-7-/306022252293,306022252293,,Singapore,Graded,2025-01-08,2025-01-08,2100.0,Active,7
245,1986 Fleer Basketball Sticker #8 Michael Jordan Rookie Card PSA 7 Nr MINT,900.0,https://www.ebay.com/itm/1986-Fleer-Basketball-Sticker-8-Michael-Jordan-Rookie-Card-PSA-7-Nr-MINT-/267118569972,267118569972,,"Lincoln,NE,USA",Graded,2025-01-08,2025-01-08,900.0,Active,7
250,MICHAEL JORDAN 1986-87 FLEER STICKER ROOKIE #8 MINT PSA 9 CHICAGO BULLS RC,3999.95,https://www.ebay.com/itm/MICHAEL-JORDAN-1986-87-FLEER-STICKER-ROOKIE-8-MINT-PSA-9-CHICAGO-BULLS-RC-/387798944776,387798944776,,"Long Beach,CA,USA",Graded,2025-01-06,2025-01-08,3999.95,Active,9
258,1986 Fleer Basketball #57 Michael Jordan RC Rookie Near Mint BGS 7,3050.0,https://www.ebay.com/itm/1986-Fleer-Basketball-57-Michael-Jordan-RC-Rookie-Near-Mint-BGS-7-/335756000263,335756000263,,"Brockport,NY,USA",Graded,2025-01-06,2025-01-08,3050.0,Active,7
280,1986 Fleer Sticker Michael Jordan PSA 8,305.0,https://www.ebay.com/itm/1986-Fleer-Sticker-Michael-Jordan-PSA-8-/306026267983,306026267983,,"Walnut,CA,USA",Graded,2025-01-08,2025-01-08,305.0,Active,8
282,RIP & SHIP - 1986 Fleer Basketball #57 Michael Jordan Rookie Card BGS 8 NM MINT,6000.0,https://www.ebay.com/itm/RIP-SHIP-1986-Fleer-Basketball-57-Michael-Jordan-Rookie-Card-BGS-8-NM-MINT-/405143655886,405143655886,,"Skokie,IL,USA",Graded,2024-08-03,2025-01-08,6000.0,Active,8
285,"1986-87 Fleer Basketball #57 Michael Jordan RC Rookie HOF PSA 6 "" LOOKS NICER """,740.0,https://www.ebay.com/itm/1986-87-Fleer-Basketball-57-Michael-Jordan-RC-Rookie-HOF-PSA-6-LOOKS-NICER-/387801318801,387801318801,,"Passaic,NJ,USA",Graded,2025-01-08,2025-01-08,740.0,Active,6
430,1987 Fleer Sticker #2 Michael Jordan HOF PSA 5 EX High End! New Slab!,45.0,https://www.ebay.com/itm/1987-Fleer-Sticker-2-Michael-Jordan-HOF-PSA-5-EX-High-End-New-Slab-/186879274398,186879274398,,"Lexington,KY,USA",Graded,2025-01-07,2025-01-08,45.0,Active,5
0,1986-87 Fleer Basketball MICHAEL JORDAN #57 RC Rookie Card PSA 1 Nice Eye Appeal,2132.7,https://www.ebay.com/itm/1986-87-Fleer-Basketball-MICHAEL-JORDAN-57-RC-Rookie-Card-PSA-1-Nice-Eye-Appeal-/326374793281,326374793281,,"Princeton,WV,USA",Graded,2024-12-17,2025-01-09,2132.7,Active,1
5,1986 Fleer Basketball Card #57 Michael Jordan Rookie Chicago Bulls - BGS 7.5,4025.0,https://www.ebay.com/itm/1986-Fleer-Basketball-Card-57-Michael-Jordan-Rookie-Chicago-Bulls-BGS-7-5-/387787594892,387787594892,,"Portland,OR,USA",Graded,2025-01-02,2025-01-09,4025.0,Active,7
6,1986 FLEER MICHAEL JORDAN ROOKIE BASKETBALL CARD CHICAGO BULLS PSA 8.5 NEW GRADE,9300.0,https://www.ebay.com/itm/1986-FLEER-MICHAEL-JORDAN-ROOKIE-BASKETBALL-CARD-CHICAGO-BULLS-PSA-8-5-NEW-GRADE-/116435593488,116435593488,,"Loveland,OH,USA",Graded,2025-01-03,2025-01-09,9300.0,Active,8
7,1986-87 Fleer Basketball MICHAEL JORDAN Rookie RC Chicago Bulls #57 PSA 2,2033.0,https://www.ebay.com/itm/1986-87-Fleer-Basketball-MICHAEL-JORDAN-Rookie-RC-Chicago-Bulls-57-PSA-2-/267113726077,267113726077,,"Reno,NV,USA",Graded,2025-01-02,2025-01-09,2033.0,Active,2
21,1986 Fleer Michael Jordan #57 RC BGS 4.5 (8/8.5/7 Subgrades) eBay Authenticated ,3200.0,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-57-RC-BGS-4-5-8-8-5-7-Subgrades-eBay-Authenticated-/305978098813,305978098813,,"Sugar Land,TX,USA",Graded,2024-12-16,2025-01-09,3200.0,Active,4
25,1986-87 Fleer Basketball MICHAEL JORDAN Rookie RC Chicago Bulls #57 PSA 7,4550.0,https://www.ebay.com/itm/1986-87-Fleer-Basketball-MICHAEL-JORDAN-Rookie-RC-Chicago-Bulls-57-PSA-7-/306022252293,306022252293,,Singapore,Graded,2025-01-08,2025-01-09,4550.0,Active,7
28,1986 Fleer Basketball Sticker #8 Michael Jordan Rookie Card PSA 7 Nr MINT,875.0,https://www.ebay.com/itm/1986-Fleer-Basketball-Sticker-8-Michael-Jordan-Rookie-Card-PSA-7-Nr-MINT-/267118569972,267118569972,,"Lincoln,NE,USA",Graded,2025-01-08,2025-01-09,875.0,Active,7
31,1986-87 Fleer - #57 Michael Jordan (RC) BGS 7.5 NM+,3548.0,https://www.ebay.com/itm/1986-87-Fleer-57-Michael-Jordan-RC-BGS-7-5-NM-/296923301785,296923301785,,"Scottsdale,AZ,USA",Graded,2025-01-05,2025-01-09,3548.0,Active,7
35,1986 Fleer Michael Jordan #57 PSA 8 PD BEAUTIFUL CARD WELL FRONT CENTERED HOF,6999.0,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-57-PSA-8-PD-BEAUTIFUL-CARD-WELL-FRONT-CENTERED-HOF-/306013248315,306013248315,,"Santa Ana,CA,USA",Graded,2025-01-01,2025-01-09,6999.0,Active,8
36,1986 Fleer Basketball #57 Michael Jordan RC Rookie Near Mint BGS 7,3197.0,https://www.ebay.com/itm/1986-Fleer-Basketball-57-Michael-Jordan-RC-Rookie-Near-Mint-BGS-7-/335756000263,335756000263,,"Brockport,NY,USA",Graded,2025-01-06,2025-01-09,3197.0,Active,7
41,Michael Jordan RC 1986 Fleer BGS 9 #57,9000.0,https://www.ebay.com/itm/Michael-Jordan-RC-1986-Fleer-BGS-9-57-/365320038801,365320038801,,"Mount Pleasant,SC,USA",Graded,2025-01-02,2025-01-09,9000.0,Active,9
47,1986-87 Fleer Premier RC Michael Jordan BGS 8 #57 Chicago Bulls,6900.0,https://www.ebay.com/itm/1986-87-Fleer-Premier-RC-Michael-Jordan-BGS-8-57-Chicago-Bulls-/156615404648,156615404648,,Canada,Graded,2025-01-03,2025-01-09,6900.0,Active,8
56,1986-87 Fleer Michael Jordan Rookie Card #57 - BGS 6 - Iconic Investment!,3100.0,https://www.ebay.com/itm/1986-87-Fleer-Michael-Jordan-Rookie-Card-57-BGS-6-Iconic-Investment-/126864804866,126864804866,,"Erlanger,KY,USA",Graded,2025-01-03,2025-01-09,3100.0,Active,6
59,MICHAEL JORDAN 1986-87 FLEER STICKER ROOKIE #8 MINT PSA 9 CHICAGO BULLS RC,4699.95,https://www.ebay.com/itm/MICHAEL-JORDAN-1986-87-FLEER-STICKER-ROOKIE-8-MINT-PSA-9-CHICAGO-BULLS-RC-/387798944776,387798944776,,"Long Beach,CA,USA",Graded,2025-01-06,2025-01-09,4699.95,Active,9
61,"1986-87 Fleer Basketball #57 Michael Jordan RC Rookie HOF BGS 9.5 "" PRISTINE """,15800.0,https://www.ebay.com/itm/1986-87-Fleer-Basketball-57-Michael-Jordan-RC-Rookie-HOF-BGS-9-5-PRISTINE-/365329194700,365329194700,,"Passaic,NJ,USA",Graded,2025-01-08,2025-01-09,15800.0,Active,9
62,1986 Fleer Basketball #57 Michael Jordan Rookie Card Graded BGS 8 NM MINT 9 8.5,5649.99,https://www.ebay.com/itm/1986-Fleer-Basketball-57-Michael-Jordan-Rookie-Card-Graded-BGS-8-NM-MINT-9-8-5-/375785018290,375785018290,,"Windsor,CO,USA",Graded,2024-11-12,2025-01-09,5649.99,Active,8
81,1986 FLEER STICKER MICHAEL JORDAN RC #8 EX-MT PSA 6,810.0,https://www.ebay.com/itm/1986-FLEER-STICKER-MICHAEL-JORDAN-RC-8-EX-MT-PSA-6-/267113725330,267113725330,,"Reno,NV,USA",Graded,2025-01-02,2025-01-09,810.0,Active,6
89,RIP & SHIP - 1986 Fleer Basketball #57 Michael Jordan Rookie Card BGS 8 NM MINT,8000.0,https://www.ebay.com/itm/RIP-SHIP-1986-Fleer-Basketball-57-Michael-Jordan-Rookie-Card-BGS-8-NM-MINT-/405143655886,405143655886,,"Skokie,IL,USA",Graded,2024-08-03,2025-01-09,8000.0,Active,8
93,1986-87 Fleer Stickers Michael Jordan #8 BGS 7.5 Rookie RC HOF,625.0,https://www.ebay.com/itm/1986-87-Fleer-Stickers-Michael-Jordan-8-BGS-7-5-Rookie-RC-HOF-/335748218116,335748218116,,"Auburn,WA,USA",Graded,2025-01-03,2025-01-09,625.0,Active,7
94,1986-87 Fleer Set-Break # 57 Michael Jordan PSA 8 NM-MT,11500.0,https://www.ebay.com/itm/1986-87-Fleer-Set-Break-57-Michael-Jordan-PSA-8-NM-MT-/356402847881,356402847881,,Canada,Graded,2024-12-23,2025-01-09,11500.0,Active,8
95,1986 FLEER BASKETBALL #57 MICHAEL JORDAN RC PSA 1 HOF ROOKIE,2999.99,https://www.ebay.com/itm/1986-FLEER-BASKETBALL-57-MICHAEL-JORDAN-RC-PSA-1-HOF-ROOKIE-/134382202223,134382202223,,"Tampa,FL,USA",Graded,2022-12-24,2025-01-09,2999.99,Active,1
101,MICHAEL JORDAN 1986/87 FLEER #8 RC ROOKIE STICKER CHICAGO BULLS SP PSA 9 MINT,3200.0,https://www.ebay.com/itm/MICHAEL-JORDAN-1986-87-FLEER-8-RC-ROOKIE-STICKER-CHICAGO-BULLS-SP-PSA-9-MINT-/296920280762,296920280762,,"Middletown,OH,USA",Graded,2025-01-03,2025-01-09,3200.0,Active,9
102,1986-87 Fleer Sticker #  8 Michael Jordan PSA 8 NM-MT,619.0,https://www.ebay.com/itm/1986-87-Fleer-Sticker-8-Michael-Jordan-PSA-8-NM-MT-/387793651891,387793651891,,"Alexandria,MN,USA",Graded,2025-01-05,2025-01-09,619.0,Active,8
106,1986/87 Fleer Michael Jordan Graded Rookie Card #57 BGS 9 Incredible Eye Appeal,19500.0,https://www.ebay.com/itm/1986-87-Fleer-Michael-Jordan-Graded-Rookie-Card-57-BGS-9-Incredible-Eye-Appeal-/205104643420,205104643420,,Canada,Graded,2024-11-14,2025-01-09,19500.0,Active,9
113,"1986-87 Fleer Basketball #57 Michael Jordan RC Rookie HOF PSA 6 "" LOOKS NICER """,2174.0,https://www.ebay.com/itm/1986-87-Fleer-Basketball-57-Michael-Jordan-RC-Rookie-HOF-PSA-6-LOOKS-NICER-/387801318801,387801318801,,"Passaic,NJ,USA",Graded,2025-01-08,2025-01-09,2174.0,Active,6
114,"1986 Fleer #57 ""MICHAEL JORDAN"" (RC) BGS 7.5 HOF! 2-MINT 9 SUBGRADES GREAT CARD!",5200.0,https://www.ebay.com/itm/1986-Fleer-57-MICHAEL-JORDAN-RC-BGS-7-5-HOF-2-MINT-9-SUBGRADES-GREAT-CARD-/196633143891,196633143891,,"Bismarck,ND,USA",Graded,2024-09-13,2025-01-09,5200.0,Active,7
116,1986 Fleer Sticker Michael Jordan PSA 8,345.0,https://www.ebay.com/itm/1986-Fleer-Sticker-Michael-Jordan-PSA-8-/306026267983,306026267983,,"Walnut,CA,USA",Graded,2025-01-08,2025-01-09,345.0,Active,8
120,MICHAEL JORDAN PSA 9 1986 FLEER STICKER BASKETBALL #8 ROOKIE CARD RC MINT BULLS,3000.0,https://www.ebay.com/itm/MICHAEL-JORDAN-PSA-9-1986-FLEER-STICKER-BASKETBALL-8-ROOKIE-CARD-RC-MINT-BULLS-/176770973686,176770973686,,"Portsmouth,NH,USA",Graded,2025-01-04,2025-01-09,3000.0,Active,9
143,1986 Fleer MICHAEL JORDAN #57 Rookie RC PSA 8 eBay Authenticated New Label,9500.0,https://www.ebay.com/itm/1986-Fleer-MICHAEL-JORDAN-57-Rookie-RC-PSA-8-eBay-Authenticated-New-Label-/286205899587,286205899587,,"Rochester,MA,USA",Graded,2024-12-09,2025-01-09,9500.0,Active,8
144,1986 Fleer MICHAEL JORDAN #57 Rookie PSA 9 MINT,33999.0,https://www.ebay.com/itm/1986-Fleer-MICHAEL-JORDAN-57-Rookie-PSA-9-MINT-/196918913341,196918913341,,Australia,Graded,2024-12-30,2025-01-09,33999.0,Active,9
148,1986 fleer sticker Michael Jordan PSA 5 excellent STICKER #8,595.0,https://www.ebay.com/itm/1986-fleer-sticker-Michael-Jordan-PSA-5-excellent-STICKER-8-/116249913140,116249913140,,"Deerfield Beach,FL,USA",Graded,2024-07-12,2025-01-09,595.0,Active,5
155,PSA 4 (VG-EX) 1986-87 Fleer Stickers #8 Michael Jordan RC Rookie Bulls Graded ,610.82,https://www.ebay.com/itm/PSA-4-VG-EX-1986-87-Fleer-Stickers-8-Michael-Jordan-RC-Rookie-Bulls-Graded-/356416932871,356416932871,,"Indianapolis,IN,USA",Graded,2024-12-29,2025-01-09,610.82,Active,4
161,"1986-87 Fleer Basketball #57 Michael Jordan RC Rookie HOF BGS 7 "" LOOKS NICER """,1561.0,https://www.ebay.com/itm/1986-87-Fleer-Basketball-57-Michael-Jordan-RC-Rookie-HOF-BGS-7-LOOKS-NICER-/375908686298,375908686298,,"Passaic,NJ,USA",Graded,2025-01-07,2025-01-09,1561.0,Active,7
164,1986 FLEER STICKER #8 MICHAEL JORDAN PSA 5,320.0,https://www.ebay.com/itm/1986-FLEER-STICKER-8-MICHAEL-JORDAN-PSA-5-/326393160180,326393160180,,"Westlake,OH,USA",Graded,2025-01-03,2025-01-09,320.0,Active,5
175,1986-87 Fleer Sticker Basketball #8 Michael Jordan RC Rookie HOF BGS 8.5 w/ 9,1078.0,https://www.ebay.com/itm/1986-87-Fleer-Sticker-Basketball-8-Michael-Jordan-RC-Rookie-HOF-BGS-8-5-w-9-/375908259121,375908259121,,"Passaic,NJ,USA",Graded,2025-01-07,2025-01-09,1078.0,Active,8
177,1986-87 Fleer #57 Michael Jordan RC Bulls BGS 5 EX w/ 9.5 Centering RARE Card,6500.0,https://www.ebay.com/itm/1986-87-Fleer-57-Michael-Jordan-RC-Bulls-BGS-5-EX-w-9-5-Centering-RARE-Card-/226397863352,226397863352,,"Rochester,NY,USA",Graded,2024-10-13,2025-01-09,6500.0,Active,5
178,1986 Fleer Sticker #8 Michael Jordan RC Rookie EX PSA 5,335.0,https://www.ebay.com/itm/1986-Fleer-Sticker-8-Michael-Jordan-RC-Rookie-EX-PSA-5-/375905280997,375905280997,,"Brockport,NY,USA",Graded,2025-01-06,2025-01-09,335.0,Active,5
180,1986 Fleer Michael Jordan RC #57 PSA 9,20000.0,https://www.ebay.com/itm/1986-Fleer-Michael-Jordan-RC-57-PSA-9-/276521956152,276521956152,,Canada,Graded,2024-06-23,2025-01-09,20000.0,Active,9
191,1986-87 Fleer Sticker Set-Break #  8 Michael Jordan PSA 6 EX-MT,560.0,https://www.ebay.com/itm/1986-87-Fleer-Sticker-Set-Break-8-Michael-Jordan-PSA-6-EX-MT-/326392990242,326392990242,,"Los Angeles,CA,USA",Graded,2025-01-04,2025-01-09,560.0,Active,6
194,1986 Fleer #8 Michael Jordan Rookie PSA 8.5 NM-MT+ Chicago Bulls Sticker Card,1211.0,https://www.ebay.com/itm/1986-Fleer-8-Michael-Jordan-Rookie-PSA-8-5-NM-MT-Chicago-Bulls-Sticker-Card-/226527085387,226527085387,,"Indianapolis,IN,USA",Graded,2025-01-04,2025-01-09,1211.0,Active,8
204,"1986-87 Fleer Basketball #57 Michael Jordan RC Rookie HOF BGS 8.5 "" LOOKS MINT """,5750.0,https://www.ebay.com/itm/1986-87-Fleer-Basketball-57-Michael-Jordan-RC-Rookie-HOF-BGS-8-5-LOOKS-MINT-/375908224123,375908224123,,"Passaic,NJ,USA",Graded,2025-01-07,2025-01-09,5750.0,Active,8
206,1986-87 Fleer Michael Jordan Rookie RC PSA 7 NM Chicago Bulls HOF,5999.99,https://www.ebay.com/itm/1986-87-Fleer-Michael-Jordan-Rookie-RC-PSA-7-NM-Chicago-Bulls-HOF-/266786440772,266786440772,,"Brooklyn,NY,USA",Graded,2024-04-26,2025-01-09,5999.99,Active,7
207,1986-87 Michael Jordan Fleer #57... Graded BGS 9 Mint w/9.5 centering,14449.99,https://www.ebay.com/itm/1986-87-Michael-Jordan-Fleer-57-Graded-BGS-9-Mint-w-9-5-centering-/204796927141,204796927141,,USA,Graded,2024-05-20,2025-01-09,14449.99,Active,9
